product,price,year_,month_,day_
NULL,1000,2022,11,9
NULL,900,2022,11,9
cake,1000,2022,11,10
cake,1400,2022,11,16
cake,1000,2022,11,19
cake,1200,2022,11,19
cake,1500,2022,11,20
cake,1300,2022,11,21
cake,1400,2022,11,27
cake,1300,2022,11,30
cake,1600,2022,12,7
cake,1000,2022,12,7
cake,1000,2022,12,7
cake,1400,2022,12,9
cake,950,2022,12,12
cake,1000,2022,12,20
misc_&_combo,1400,2022,12,24
cake,780,2021,5,8
cake,900,2021,2,12
cake,1000,2022,12,13
cake,1100,2022,2,11
cake,900,2022,6,10
cake,1200,2022,8,15
cake,1400,2021,10,24
cake,1500,2022,10,1
cake,1400,2022,3,2
cake,1700,2022,3,19
cake,1900,2022,3,22
cake,NULL,2022,3,28
cake,1000,2022,3,30
cake,1900,2022,5,4
cake,1800,2022,6,9
cake,950,2021,1,27
cake,800,2021,2,7
cake,1700,2021,4,18
cake,1300,2021,4,19
cake,1595,2021,4,24
cake,1350,2021,4,24
cake,1400,2021,4,26
cake,1200,2021,1,3
cake,1200,2021,7,30
cake,800,2021,7,30
cake,1000,2022,2,26
cake,1300,2022,2,26
cake,1300,2022,2,26
cake,990,2022,4,1
cake,950,2022,4,11
cake,1500,2022,4,13
cake,1700,2022,3,5
cake,1200,2022,3,6
cake,950,2022,3,7
cake,1500,2022,3,7
cake,1500,2022,3,9
cake,859,2021,5,24
cake,1400,2021,5,25
cake,1700,2022,6,23
cake,1600,2021,2,22
cake,850,2021,2,22
cake,900,2022,1,28
cake,1300,2022,1,30
cake,1000,2022,1,30
cake,900,2022,2,5
cake,1900,2022,2,5
cake,1500,2022,2,6
cake,850,2022,12,25
cake,1400,2022,12,29
cake,1400,2022,12,30
fruit_cake,1000,2022,12,31
cake,900,2021,8,7
cake,1600,2021,8,27
hamper,1200,2021,11,4
cake,1755,2022,4,9
cake,900,2021,5,29
cake,900,2021,5,30
cake,900,2021,5,31
cake,980,2021,6,4
NULL,1200,2021,6,7
cake,800,2021,6,9
cake,900,2021,6,10
cake,1400,2022,3,11
cake,1300,2022,3,13
cake,1400,2022,3,14
cake,1000,2022,3,15
cake,1000,2022,3,18
cake,1200,2022,12,17
cake,3500,2022,11,18
cake,3000,2021,7,23
cake,NULL,2021,4,30
cake,2500,2021,10,2
cake,1950,2022,6,27
cake,NULL,2021,11,24
cake,3500,2022,2,21
cake,4500,2022,12,3
cake,2000,2022,12,3
cake,3000,2021,1,27
cake,2500,2022,4,11
cake,4000,2022,8,9
cake,3000,2021,7,23
cake,1700,2021,1,7
cake,2200,2021,1,24
cake,1700,2021,1,25
cake,2400,2021,2,1
cake,2600,2021,2,22
cake,2300,2021,2,26
cake,1800,2021,6,4
cake,2500,2021,4,7
cake,2400,2021,4,26
cake,3200,2021,7,4
cake,2500,2021,7,15
cake,2000,2021,7,22
cake,2400,2021,8,2
cake,2000,2021,8,20
cake,1600,2021,5,28
cake,1900,2021,8,29
cake,2300,2021,9,16
cake,2400,2021,9,17
cake,2600,2021,9,22
cake,2000,2021,10,9
cake,2500,2021,10,26
cake,1800,2021,11,1
cake,3000,2021,11,3
cake,3500,2021,11,5
cake,2500,2021,11,15
cake,2500,2021,11,20
cake,1900,2021,11,20
cake,1600,2021,12,3
cake,1800,2021,12,26
cake,2400,2022,1,7
cake,1900,2022,2,7
cake,2800,2022,2,8
cake,2100,2022,5,1
cake,2700,2022,5,28
cake,2200,2022,6,4
cake,3000,2022,6,7
cake,2100,2022,6,12
cake,2400,2022,6,16
cake,2650,2022,6,21
cake,3650,2022,7,24
cake,2500,2022,8,13
cake,2800,2022,8,20
cake,3200,2022,8,23
cake,2000,2022,9,5
cake,3200,2022,9,6
cake,NULL,2022,9,6
cake,2500,2022,9,10
cake,2000,2022,10,11
cake,2890,2022,11,22
cake,2600,2022,12,5
cake,1850,2022,12,12
cake,2500,2022,12,20
cake,2450,2022,3,1
cake,2000,2022,3,23
cake,900,2022,6,28
cake,2400,2022,3,26
NULL,1600,2021,1,16
cake,2300,2021,1,26
cake,1760,2022,4,1
cake,2500,2022,1,30
cake,1950,2021,8,26
cake,2400,2021,6,7
cake,2000,2021,6,26
cake,2100,2021,6,11
cake,2600,2021,10,15
cake,4000,2021,10,19
cake,2200,2022,12,5
cake,2000,2021,5,2
cake,3900,2021,9,15
cake,3500,2022,1,4
cake,3900,2022,1,4
cake,500,2021,5,25
cake,450,2021,5,13
cake,500,2022,2,28
cake,3000,2022,11,7
cake,3500,2022,11,28
cake,2500,2021,7,23
cake,4300,2022,1,21
cake,4500,2022,11,26
cake,5000,2022,8,1
cake,5000,2021,2,20
cake,6500,2021,8,19
cake,6500,2022,6,25
eclair,270,2021,6,9
cupcake,400,2021,7,2
cupcake,495,2021,7,6
brownie,400,2021,7,6
brownie,240,2021,7,8
brownie,480,2021,7,8
brownie,570,2021,7,11
brownie,220,2021,7,18
cakepops,350,2021,7,18
brownie,360,2021,7,23
brownie,560,2021,7,24
cakepops,360,2021,7,29
cupcake,500,2021,8,1
cupcake,390,2021,8,5
cakesicle,540,2021,8,16
jarcake,320,2021,8,31
macaron,1020,2021,8,31
cupcake,950,2021,9,1
cupcake,NULL,2021,9,4
cupcake,595,2021,10,3
cake,480,2021,6,9
cake,800,2021,7,2
cake,1500,2022,7,26
cake,1700,2022,7,30
cake,1650,2022,5,26
cake,1100,2022,5,27
cake,1300,2022,6,7
cake,1400,2022,6,22
cake,1000,2022,6,25
cake,2330,2022,7,2
cake,950,2022,7,7
cake,1300,2022,6,11
cake,1500,2022,7,16
cake,1300,2022,7,16
cake,1500,2022,7,20
cake,1700,2022,7,28
cake,1100,2022,7,31
cake,1500,2022,7,31
cake,1500,2022,8,2
cake,900,2022,8,3
cake,1400,2022,8,18
cake,1200,2022,8,20
cake,1400,2022,8,30
cake,1300,2022,9,2
cake,1500,2022,9,2
cake,1600,2022,9,15
cake,980,2022,10,6
cake,980,2022,10,7
cake,980,2022,11,19
cake,1700,2022,11,29
cake,1500,2022,12,3
cake,1600,2022,12,3
cake,1300,2022,12,5
fruit_cake,1000,2022,12,22
cake,1500,2022,12,23
NULL,950,2022,6,21
cake,950,2022,12,25
cake,3300,2022,9,3
cake,2200,2022,5,8
cake,1800,2022,5,24
cake,3500,2022,7,24
cake,2500,2022,12,18
cake,4000,2022,5,31
cake,3600,2022,9,4
cheesecake,480,2022,2,20
brownie,520,2022,6,16
cupcake,1500,2022,6,22
brownie,480,2022,6,25
entremet,460,2022,7,4
brownie,390,2022,7,15
cupcake,390,2022,7,16
cupcake,570,2022,7,16
cupcake,450,2022,8,9
cakesicle,570,2022,8,18
cookie,350,2022,9,29
NULL,240,2022,9,30
brownie,150,2022,11,11
misc_&_combo,210,2022,11,17
cake,500,2022,10,14
cake,450,2021,5,23
cakesicle,180,2021,10,3
cupcake,330,2021,5,28
cupcake,360,2021,5,28
eclair,270,2021,5,28
eclair,1000,2021,5,28
brownie,495,2021,8,21
entremet,800,2021,8,21
cupcake,600,2021,8,21
cupcake,540,2021,8,22
cupcake,360,2021,9,4
cakepops,900,2021,9,22
misc_&_combo,550,2021,9,22
cupcake,510,2021,9,28
cakesicle,210,2021,9,29
cupcake,780,2021,10,7
cupcake,425,2021,10,12
cupcake,475,2021,10,12
cupcake,440,2021,10,12
eclair,90,2021,10,16
brownie,220,2021,10,16
cupcake,590,2021,10,20
brownie,750,2021,10,25
hamper,1200,2021,11,3
brownie,220,2021,11,4
cupcake,500,2021,11,5
cupcake,540,2021,11,6
eclair,360,2021,11,6
cupcake,950,2021,11,6
brownie,260,2021,11,8
brownie,480,2021,11,11
brownie,260,2021,11,18
cupcake,550,2021,11,20
cupcake,798,2021,11,20
eclair,750,2021,11,20
cupcake,800,2021,11,21
brownie,668,2021,12,1
cupcake,540,2021,12,4
cupcake,600,2021,12,7
cakepops,550,2021,12,13
cupcake,720,2021,12,13
brownie,480,2021,12,15
brownie,300,2021,12,16
bento,650,2021,12,18
brownie,300,2021,12,21
brownie,600,2021,12,23
entremet,1050,2021,12,25
cakesicle,720,2022,1,4
cupcake,1100,2022,1,5
brownie,600,2022,1,5
cakesicle,720,2022,1,10
cakesicle,120,2022,1,11
cakesicle,150,2022,1,14
misc_&_combo,350,2022,1,25
cupcake,400,2022,2,6
cupcake,450,2022,2,9
misc_&_combo,100,2022,2,11
brownie,360,2022,2,14
NULL,550,2022,2,15
cupcake,510,2022,2,16
cupcake,450,2022,2,16
cupcake,660,2022,2,16
cupcake,360,2022,4,15
cupcake,840,2022,5,4
misc_&_combo,120,2022,5,7
misc_&_combo,120,2022,5,7
cupcake,390,2022,5,11
cookie,300,2022,5,19
cookie,350,2022,5,19
cupcake,420,2022,5,24
brownie,585,2022,5,24
cookie,315,2022,5,27
cupcake,585,2022,6,1
cupcake,400,2022,6,4
cupcake,570,2022,9,3
cupcake,420,2022,6,7
misc_&_combo,1000,2022,6,11
cheesecake,1020,2022,6,11
cupcake,65,2022,6,16
brownie,75,2022,6,16
cupcake,500,2022,6,16
cookie,350,2022,6,19
cookie,80,2022,6,19
cookie,200,2022,6,19
brownie,400,2022,6,22
cupcake,855,2022,6,25
brownie,390,2022,6,29
brownie,440,2022,7,2
entremet,540,2022,7,4
macaron,390,2022,7,4
macaron,650,2022,7,7
NULL,500,2022,12,30
donut,580,2022,7,12
jarcake,600,2022,7,30
entremet,720,2022,8,1
cupcake,600,2022,8,3
entremet,200,2022,8,4
cupcake,130,2022,8,4
cakesicle,240,2022,8,4
cupcake,600,2022,2,19
cakepops,825,2022,8,20
cakepops,825,2022,8,20
brownie,1900,2022,8,24
cupcake,1500,2022,9,10
brownie,470,2022,9,15
brownie,390,2022,9,18
donut,145,2022,9,19
eclair,300,2022,9,20
misc_&_combo,100,2022,9,29
cookie,300,2022,9,29
cheesecake,230,2022,10,3
cookie,70,2022,10,7
brownie,350,2022,10,8
brownie,390,2022,10,12
brownie,390,2022,10,12
cupcake,1950,2022,10,13
brownie,360,2022,10,16
cupcake,540,2022,10,27
cupcake,570,2022,11,3
cupcake,1000,2022,11,7
brownie,650,2022,11,9
cupcake,390,2022,11,9
brownie,655,2022,11,12
brownie,1140,2022,11,12
misc_&_combo,425,2022,11,13
cupcake,975,2022,11,14
NULL,120,2022,11,17
cupcake,1140,2022,11,18
cookie,190,2022,11,18
cupcake,400,2022,11,20
cakesicle,160,2022,11,24
cupcake,NULL,2022,12,3
cookie,400,2022,12,8
brownie,680,2022,12,9
eclair,250,2022,12,13
brownie,600,2022,12,21
eclair,980,2022,12,22
eclair,655,2022,12,22
misc_&_combo,420,2022,12,24
cookie,600,2022,8,20
NULL,150,2022,11,17
cupcake,200,2022,10,16
eclair,80,2021,1,30
cheesecake,100,2022,3,2
cupcake,390,2022,3,28
cupcake,480,2021,2,5
macaron,560,2021,7,9
eclair,90,2021,4,16
macaron,600,2021,4,18
eclair,225,2021,4,18
cupcake,450,2021,4,22
cake,1100,2021,2,27
cupcake,240,2021,1,20
misc_&_combo,210,2022,4,6
cookie,420,2022,4,7
cupcake,900,2022,4,11
cheesecake,360,2022,5,30
brownie,585,2022,5,30
brownie,430,2021,5,25
cupcake,390,2022,6,23
cupcake,1500,2021,2,12
brownie,120,2022,1,30
cheesecake,190,2022,1,30
donut,170,2022,2,1
brownie,360,2022,2,3
cheesecake,196,2022,9,30
cupcake,700,2022,12,24
cupcake,1750,2022,4,10
cupcake,855,2022,12,26
cupcake,430,2021,6,4
brownie,665,2021,12,15
misc_&_combo,200,2022,1,21
cakesicle,340,2022,11,28
macaron,325,2022,3,12
cupcake,540,2022,3,13
brownie,520,2022,3,15
cupcake,450,2022,3,17
brownie,585,2022,3,17
cookie,130,2021,5,3
cookie,350,2021,1,28
cookie,200,2021,3,8
misc_&_combo,200,2021,10,16
cookie,250,2021,11,18
misc_&_combo,1300,2022,9,5
jam,480,2022,9,19
moulded_ganache_cake,1200,2022,10,11
cookie,350,2022,11,16
cookie,420,2022,11,23
cheesecake,850,2022,11,24
cheesecake,850,2022,11,24
cookie,340,2022,11,24
cookie,350,2022,12,12
cheesecake,850,2022,12,24
fruit_cake,1000,2022,12,24
hamper,380,2021,1,28
hamper,400,2021,1,28
misc_&_combo,200,2021,7,24
bento,250,2022,8,20
hamper,400,2021,12,21
hamper,400,2021,12,21
hamper,800,2021,12,31
brookie,500,2022,1,24
NULL,250,2022,2,12
brookie,500,2022,4,16
brookie,150,2022,4,17
brookie,400,2022,4,18
brookie,280,2022,6,11
bento,300,2022,7,18
bento,300,2022,7,18
brookie,350,2022,7,24
bento,250,2022,8,9
misc_&_combo,NULL,2022,1,20
misc_&_combo,600,2022,1,20
brookie,300,2022,10,22
brookie,540,2022,11,6
brownie,180,2021,3,8
misc_&_combo,400,2022,11,6
bento,320,2022,11,18
bento,280,2022,11,25
bento,280,2022,11,25
bento,250,2022,12,22
bento,250,2022,3,28
brookie,250,2022,4,5
brookie,250,2022,4,6
brookie,280,2022,1,29
cookie,200,2022,1,29
brookie,250,2022,1,30
misc_&_combo,720,2022,12,26
bento,250,2022,2,12
brookie,250,2022,3,13
jam,500,2021,11,10
jam,250,2022,4,15
jarcake,350,2022,5,18
jarcake,300,2022,7,7
jarcake,300,2022,7,7
jarcake,300,2022,7,7
jarcake,250,2022,7,7
jarcake,300,2022,7,7
misc_&_combo,280,2022,9,29
misc_&_combo,280,2022,9,29
misc_&_combo,295,2021,3,1
misc_&_combo,510,2021,3,1
misc_&_combo,885,2021,5,1
misc_&_combo,200,2021,8,16
brookie,1400,2022,9,8
brookie,1400,2022,11,19
bento,290,2022,12,10
bento,250,2022,12,14
bento,250,2022,12,17
bento,300,2022,12,17
bento,300,2022,12,20
bento,320,2022,12,21
brookie,1400,2022,12,25
cupcake,420,2021,7,15
macaron,180,2021,7,15
cupcake,360,2021,7,23
cupcake,240,2021,1,2
cupcake,550,2021,1,16
cupcake,390,2021,1,17
cupcake,320,2021,1,31
eclair,80,2021,2,14
eclair,200,2021,2,15
cupcake,400,2021,2,26
cupcake,900,2021,3,2
cupcake,450,2021,3,3
eclair,200,2021,3,4
cupcake,270,2021,3,8
brownie,225,2021,3,8
cupcake,380,2021,3,31
cupcake,390,2021,4,10
cupcake,360,2021,4,11
macaron,65,2021,4,11
brownie,360,2021,4,16
brownie,420,2021,4,26
brownie,540,2021,4,26
brownie,270,2021,4,27
cupcake,4200,2021,4,30
eclair,440,2021,5,9
brownie,200,2021,5,15
NULL,1100,2021,6,11
brownie,450,2021,6,23
cupcake,NULL,2021,2,8
brownie,550,2021,6,26
NULL,700,2022,11,20
brownie,680,2021,8,29
brownie,650,2021,8,23
jam,600,2021,8,28
misc_&_combo,250,2021,9,22
misc_&_combo,900,2021,10,30
misc_&_combo,180,2022,5,7
misc_&_combo,180,2022,5,7
brownie,730,2022,5,10
brookie,200,2022,5,26
cheesecake,560,2022,6,11
misc_&_combo,2200,2022,7,30
misc_&_combo,200,2022,9,18
misc_&_combo,1100,2022,9,24
misc_&_combo,550,2022,10,3
misc_&_combo,320,2022,10,24
entremet,1450,2022,11,4
misc_&_combo,1800,2021,2,11
misc_&_combo,810,2021,4,19
NULL,720,2022,12,31
jam,600,2021,8,25
entremet,1300,2022,6,6
donut,1800,2022,12,23
misc_&_combo,650,2022,2,28
misc_&_combo,80,2021,10,14
hamper,400,2021,12,16
hamper,300,2021,12,16
hamper,430,2021,12,24
hamper,NULL,2021,12,25
hamper,700,2021,12,27
brownie,NULL,2022,2,8
cupcake,NULL,2022,2,8
cakesicle,NULL,2022,2,8
misc_&_combo,600,2022,2,11
cake,2500,2022,2,14
brookie,1000,2022,2,17
bento,200,2022,2,21
moulded_ganache_cake,1300,2022,6,10
moulded_ganache_cake,1000,2022,7,5
cake,2730,2022,7,20
donut,350,2022,7,24
NULL,1500,2022,8,19
cake,3180,2022,9,9
cake,980,2022,8,23
misc_&_combo,NULL,2022,9,28
misc_&_combo,NULL,2022,9,28
cookie,NULL,2022,9,28
misc_&_combo,NULL,2022,10,2
cake,NULL,2022,10,29
bento,250,2022,11,30
cupcake,660,2022,12,18
eclair,NULL,2022,2,8
cake,800,2021,5,28
cookie,200,2022,2,26
NULL,280,2022,12,30
cake,450,2021,5,19
cake,660,2021,3,13
cake,450,2021,4,14
cake,600,2021,4,15
cake,1500,2022,5,14
cake,1800,2021,2,20
cake,1500,2021,4,2
cake,NULL,2022,5,2
cake,1000,2021,3,13
cake,1300,2021,4,14
cookie,300,2022,10,16
eclair,450,2021,4,15
donut,270,2021,4,19
cupcake,360,2021,5,3
macaron,180,2021,5,3
macaron,350,2021,5,23
jarcake,520,2022,5,19
eclair,500,2022,1,27
brownie,300,2022,1,29
brookie,300,2022,8,13
brookie,300,2022,8,13
brookie,300,2022,8,9
brookie,300,2022,8,13
brookie,300,2022,8,13
bento,350,2022,8,16
hamper,600,2021,11,1
cookie,100,2021,12,12
misc_&_combo,1008,2021,12,26
cupcake,700,2022,5,2
misc_&_combo,190,2022,5,7
brownie,400,2021,2,12
cake,500,2022,4,4
eclair,360,2021,2,12
cake,500,2021,2,4
cake,400,2021,1,28
cake,450,2021,6,9
cake,800,2021,5,26
cake,NULL,2021,2,8
cakesicle,240,2021,7,30
brownie,NULL,2021,7,17
brownie,120,2021,1,31
brownie,409,2021,4,16
cake,400,2022,4,28
cake,1400,2021,6,27
cake,1050,2021,11,19
cake,950,2021,1,13
cake,2600,2022,4,28
cake,3200,2022,2,27
cake,1700,2022,3,8
brownie,585,2022,6,18
brownie,550,2022,4,26
